ra,iaa_autoavaliacao,ida_desempenho_academico,ieg_engajamento_atividades,ipp_psicopedagogicos,ian_adequacao_nivel,ips_aspectos_psicossociais,ipv_ponto_virada,inde_indice_desen_educacional,requer_psicologia,atingiu_pv,defasagem,ano_arquivo,risco
RA-281,6.7,5.9,6.9,,10.0,7.5,5.63,6.81,Sem limitações,Não,0.0,2022,0
RA-282,8.8,4.0,6.8,,10.0,7.5,5.63,6.62,Sem limitações,Não,0.0,2022,0
RA-283,9.6,5.6,8.8,,5.0,7.5,6.63,7.13,Não atendido,Não,-1.0,2022,0
RA-283,8.3,6.8,9.5,7.03,5.0,7.52,7.5,7.13,,,,2023,0
RA-283,8.75,8.0,9.76,7.81,5.0,6.89,7.74,7.13,,,,2024,0
RA-284,6.7,3.8,5.1,,10.0,5.6,5.96,5.94,Sem limitações,Não,0.0,2022,0
RA-285,9.2,2.8,4.1,,2.5,7.5,5.75,5.06,Sem limitações,Não,-3.0,2022,0
RA-285,8.3,4.7,4.6,7.66,2.5,2.52,7.13,5.06,,,,2023,0
RA-286,7.1,3.0,5.8,,5.0,6.3,5.63,5.42,Sem limitações,Não,-2.0,2022,0
RA-286,0.0,4.7,7.5,8.13,5.0,5.0,7.34,5.42,,,,2023,1
RA-286,6.67,3.17,4.03,7.34,5.0,6.26,5.78,5.42,,,,2024,0
RA-287,7.9,1.1,3.4,,2.5,5.0,4.29,3.7,Requer avaliação,Não,-4.0,2022,0
RA-287,0.0,3.9,4.8,4.22,2.5,2.52,5.38,3.7,,,,2023,0
RA-288,0.0,0.0,5.6,,2.5,6.3,6.83,4.1,Sem limitações,Não,-3.0,2022,0
RA-289,0.0,6.8,7.8,,5.0,6.3,7.25,6.24,Sem limitações,Não,-1.0,2022,0
RA-29,0.0,3.7,4.0,,5.0,8.8,7.61,4.99,Requer avaliação,Não,-1.0,2022,0
RA-29,,,,,10.0,,,4.99,,,,2023,0
RA-29,,,0.0,,10.0,,,4.99,,,,2024,0
RA-290,10.0,1.7,3.9,,2.5,6.3,6.04,4.93,Sem limitações,Não,-4.0,2022,0
RA-291,8.3,8.0,8.2,,10.0,6.9,7.79,8.12,Sem limitações,Não,0.0,2022,1
RA-291,8.8,7.1,8.6,8.91,10.0,7.52,9.21,8.12,,,,2023,1
RA-291,8.75,6.17,9.74,7.5,10.0,6.26,7.5,8.12,,,,2024,0
RA-292,7.9,1.8,3.7,,2.5,7.5,6.29,4.84,Não atendido,Não,-3.0,2022,0
RA-293,8.8,2.3,2.9,,10.0,7.5,3.33,4.88,Não atendido,Não,0.0,2022,0
RA-294,9.6,0.0,5.8,,2.5,7.5,5.92,5.03,Não atendido,Não,-5.0,2022,0
RA-295,7.9,6.9,8.0,,5.0,7.5,7.38,7.31,Não atendido,Não,-1.0,2022,0
RA-295,8.8,7.7,8.8,9.06,5.0,2.52,9.01,7.31,,,,2023,0
RA-296,8.8,2.8,3.6,,5.0,7.5,3.83,4.67,Não atendido,Não,-2.0,2022,0
RA-297,7.1,6.6,7.9,,10.0,6.3,7.42,7.48,Sem limitações,Não,0.0,2022,0
RA-298,9.2,5.2,6.3,,10.0,5.6,5.42,6.41,Sem limitações,Não,0.0,2022,0
RA-298,9.6,5.5,8.6,7.5,5.0,2.52,7.75,6.41,,,,2023,0
RA-299,7.1,6.8,8.2,,10.0,5.0,6.71,7.28,Requer avaliação,Não,0.0,2022,1
RA-299,0.0,6.1,9.6,7.97,10.0,2.52,8.01,7.28,,,,2023,0
RA-299,8.75,8.17,8.96,7.5,10.0,6.26,7.5,7.28,,,,2024,0
RA-3,0.0,5.6,7.9,,10.0,5.6,7.56,6.59,Sem limitações,Não,0.0,2022,0
RA-30,8.8,7.5,6.4,,10.0,7.5,7.33,7.61,Sem limitações,Não,0.0,2022,0
RA-300,5.4,3.1,6.9,,5.0,6.3,5.88,5.56,Sem limitações,Não,-1.0,2022,0
RA-300,5.0,4.5,7.5,6.41,5.0,2.52,6.59,5.56,,,,2023,0
RA-301,8.8,6.3,5.8,,10.0,5.6,6.04,6.8,Sem limitações,Não,0.0,2022,1
RA-301,9.2,5.2,5.4,6.72,10.0,7.52,6.47,6.8,,,,2023,0
RA-301,9.17,9.0,7.49,8.02,10.0,7.51,8.21,6.8,,,,2024,0
RA-302,9.2,4.8,7.7,,2.5,6.9,6.21,6.33,Sem limitações,Não,-3.0,2022,1
RA-302,0.0,4.3,7.3,7.5,5.0,5.0,6.26,6.33,,,,2023,0
RA-303,7.5,3.9,7.2,,5.0,7.5,5.38,6.03,Não atendido,Não,-1.0,2022,0
RA-303,0.0,5.1,7.3,7.66,5.0,7.52,7.05,6.03,,,,2023,0
RA-303,8.75,5.67,3.95,6.88,5.0,7.51,7.54,6.03,,,,2024,0
RA-304,8.8,4.3,7.7,,5.0,7.5,5.54,6.36,Não atendido,Não,-2.0,2022,0
RA-304,0.0,5.7,8.8,7.81,5.0,5.0,7.84,6.36,,,,2023,0
RA-304,10.0,7.17,7.83,6.88,2.5,7.51,5.83,6.36,,,,2024,0
RA-305,7.9,4.8,6.6,,5.0,7.5,5.21,6.06,Não atendido,Não,-1.0,2022,0
RA-305,0.0,5.2,8.9,7.66,5.0,7.52,7.75,6.06,,,,2023,1
RA-305,8.33,4.83,7.9,7.81,5.0,6.26,7.03,6.06,,,,2024,0
RA-306,8.3,5.2,6.8,,5.0,7.5,5.96,6.43,Não atendido,Não,-1.0,2022,1
RA-306,0.0,4.0,7.9,7.34,5.0,6.26,7.46,6.43,,,,2023,1
RA-306,7.92,2.83,7.7,7.34,5.0,7.51,6.41,6.43,,,,2024,0
RA-307,5.4,2.5,4.5,,5.0,7.5,4.71,4.73,Não atendido,Não,-1.0,2022,0
RA-307,0.0,6.3,6.5,7.5,5.0,7.52,7.46,4.73,,,,2023,0
RA-308,7.9,5.0,7.4,,10.0,6.9,6.17,6.93,Sem limitações,Não,0.0,2022,1
RA-308,5.4,4.9,6.8,7.03,10.0,5.0,7.5,6.93,,,,2023,0
RA-308,7.08,6.5,8.71,7.5,10.0,5.64,7.12,6.93,,,,2024,0
RA-309,9.2,6.5,5.2,,5.0,7.5,5.08,6.15,Não atendido,Não,-1.0,2022,0
RA-31,10.0,8.0,9.5,,5.0,9.4,10.0,8.84,Sem limitações,Sim,-1.0,2022,0
RA-31,,,,,10.0,,,8.84,,,,2023,0
RA-31,,,0.0,,10.0,,,8.84,,,,2024,0
RA-310,7.9,4.5,7.5,,5.0,7.5,6.0,6.4,Não atendido,Não,-2.0,2022,0
RA-311,7.9,5.2,5.6,,2.5,5.0,6.22,5.65,Requer avaliação,Não,-3.0,2022,0
RA-312,9.6,5.2,8.1,,10.0,7.5,6.17,7.34,Não atendido,Não,0.0,2022,0
RA-313,7.5,4.1,7.0,,5.0,5.0,5.89,5.8,Requer avaliação,Não,-1.0,2022,1
RA-313,9.2,3.9,8.7,7.66,10.0,2.52,7.75,5.8,,,,2023,0
RA-313,8.75,4.83,9.67,7.81,5.0,5.63,8.17,5.8,,,,2024,0
RA-314,5.4,5.3,5.4,,10.0,5.0,6.0,6.1,Requer avaliação,Não,0.0,2022,0
RA-315,6.7,3.0,5.1,,10.0,7.5,5.06,5.67,Não atendido,Não,0.0,2022,0
RA-315,0.0,6.3,6.8,7.97,5.0,5.0,7.84,5.67,,,,2023,0
RA-315,0.0,6.83,5.92,7.5,5.0,7.51,7.63,5.67,,,,2024,0
RA-316,10.0,6.1,10.0,,5.0,6.9,8.39,7.89,Não atendido,Sim,-1.0,2022,1
RA-316,10.0,5.7,9.5,8.59,10.0,7.52,8.96,7.89,,,,2023,0
RA-316,9.17,8.0,10.0,7.66,10.0,7.51,8.38,7.89,,,,2024,0
RA-317,8.8,6.8,5.6,,10.0,7.5,5.94,7.04,Não atendido,Não,0.0,2022,0
RA-318,8.3,5.8,6.9,,5.0,6.9,6.11,6.53,Sem limitações,Não,-1.0,2022,1
RA-318,7.9,4.9,8.1,7.97,5.0,6.26,7.71,6.53,,,,2023,1
RA-318,7.92,4.67,9.13,7.34,5.0,7.51,7.44,6.53,,,,2024,0
RA-319,9.2,5.2,7.7,,10.0,7.5,7.5,7.45,Não atendido,Não,0.0,2022,0
RA-319,9.6,7.2,9.2,8.59,10.0,5.0,8.88,7.45,,,,2023,1
RA-319,9.59,5.83,9.02,7.34,10.0,7.51,7.67,7.45,,,,2024,0
RA-32,8.8,6.1,5.2,,10.0,8.8,7.94,7.37,Sem limitações,Não,0.0,2022,0
RA-32,0.0,7.9,8.2,7.38,10.0,3.77,6.88,7.37,,,,2023,0
RA-320,8.8,6.4,10.0,,5.0,6.9,8.67,7.9,Sem limitações,Sim,-1.0,2022,1
RA-320,9.2,5.5,9.9,8.59,10.0,7.52,8.96,7.9,,,,2023,0
RA-320,9.17,6.67,10.0,7.66,10.0,7.51,8.38,7.9,,,,2024,0
RA-321,9.2,5.2,9.1,,10.0,5.6,8.28,7.79,Sem limitações,Não,0.0,2022,0
RA-321,8.3,6.2,9.4,8.13,10.0,2.52,8.42,7.79,,,,2023,0
RA-321,7.92,7.17,9.53,8.13,10.0,6.26,7.78,7.79,,,,2024,0
RA-322,7.1,4.7,8.1,,10.0,5.0,6.78,6.86,Requer avaliação,Não,0.0,2022,0
RA-322,6.7,5.3,8.3,7.97,10.0,2.52,8.05,6.86,,,,2023,0
RA-323,9.2,3.4,7.3,,10.0,7.5,6.61,6.86,Sem limitações,Não,0.0,2022,0
RA-324,10.0,6.8,9.3,,10.0,6.9,8.61,8.27,Sem limitações,Sim,0.0,2022,0
RA-324,5.8,8.4,9.0,8.13,10.0,2.52,7.59,8.27,,,,2023,0
RA-325,9.5,6.0,6.8,,10.0,7.5,8.44,7.62,Sem limitações,Sim,0.0,2022,1
RA-325,0.0,5.6,7.1,8.13,10.0,5.0,7.0,7.62,,,,2023,0
RA-325,9.17,7.0,9.87,8.33,10.0,7.51,7.55,7.62,,,,2024,0
RA-326,10.0,9.0,9.7,,5.0,5.0,8.94,8.22,Requer avaliação,Sim,-1.0,2022,1
RA-326,9.6,8.2,9.4,9.06,10.0,3.14,9.76,8.22,,,,2023,0
RA-326,9.17,9.33,8.97,8.88,10.0,6.26,8.7,8.22,,,,2024,0
RA-327,8.5,2.8,8.8,,10.0,7.5,7.33,6.99,Sem limitações,Não,0.0,2022,0
RA-328,10.0,5.3,7.0,,5.0,7.5,7.5,6.82,Sem limitações,Não,-1.0,2022,0
RA-329,7.4,5.0,6.9,,10.0,4.4,5.78,6.31,Requer avaliação,Não,0.0,2022,0
RA-33,0.0,4.8,4.6,,5.0,7.5,6.0,4.95,Sem limitações,Não,-1.0,2022,0
RA-330,9.5,2.5,8.8,,5.0,7.5,7.06,6.45,Sem limitações,Não,-2.0,2022,0
RA-330,9.6,3.3,7.2,6.72,5.0,6.89,5.83,6.45,,,,2023,0
RA-331,9.0,3.7,8.7,,5.0,7.5,6.94,6.64,Sem limitações,Não,-1.0,2022,0
RA-331,9.6,5.2,8.6,7.03,10.0,2.52,6.8,6.64,,,,2023,1
RA-331,8.75,3.5,7.74,6.09,5.0,8.76,5.62,6.64,,,,2024,0
RA-332,9.5,7.5,9.0,,5.0,8.1,8.5,7.88,Sem limitações,Sim,-1.0,2022,1
RA-332,9.2,6.8,8.4,8.28,5.0,8.76,9.18,7.88,,,,2023,0
RA-332,9.59,7.0,7.61,8.63,10.0,9.38,8.71,7.88,,,,2024,0
RA-333,8.0,2.9,5.8,,5.0,3.8,6.72,5.25,Não indicado,Não,-2.0,2022,0
RA-334,6.9,8.0,9.2,,10.0,4.4,8.72,7.96,Não indicado,Sim,0.0,2022,0
RA-335,9.5,7.4,9.4,,10.0,7.5,6.83,7.9,Sem limitações,Não,0.0,2022,0
RA-336,9.5,5.1,8.5,,5.0,4.4,7.89,6.79,Requer avaliação,Não,-1.0,2022,0
RA-336,0.0,5.1,7.5,7.34,5.0,6.89,7.26,6.79,,,,2023,0
RA-336,7.5,5.83,5.51,7.5,10.0,6.26,7.2,6.79,,,,2024,0
RA-337,10.0,5.8,9.3,,10.0,7.5,7.61,7.91,Não atendido,Não,0.0,2022,0
RA-338,8.5,5.8,7.3,,5.0,7.5,7.61,6.84,Não atendido,Não,-1.0,2022,0
RA-338,8.3,6.7,9.1,8.59,10.0,7.52,8.38,6.84,,,,2023,0
RA-338,9.17,6.83,7.44,7.63,10.0,7.51,8.84,6.84,,,,2024,0
RA-339,6.9,8.1,9.9,,10.0,7.5,8.89,8.49,Não atendido,Sim,0.0,2022,1
RA-339,0.0,7.1,8.9,7.81,10.0,7.52,8.26,8.49,,,,2023,0
RA-339,7.5,8.17,7.16,8.0,10.0,5.64,7.67,8.49,,,,2024,0
RA-34,9.6,3.8,4.8,,5.0,8.1,7.28,6.26,Sem limitações,Não,-1.0,2022,0
RA-34,,,,,10.0,,,6.26,,,,2023,0
RA-340,9.0,6.5,8.2,,10.0,7.5,7.67,7.72,Não atendido,Não,0.0,2022,0
RA-340,0.0,8.9,9.6,9.17,5.0,2.52,8.51,7.72,,,,2023,1
RA-340,7.92,5.17,6.59,6.56,10.0,7.51,5.83,7.72,,,,2024,0
RA-341,8.0,5.8,7.7,,5.0,7.5,7.5,6.85,Não atendido,Não,-1.0,2022,0
RA-342,9.0,6.6,6.7,,5.0,7.5,7.5,6.94,Não atendido,Não,-2.0,2022,0
RA-342,7.5,6.6,8.6,7.97,5.0,7.52,8.51,6.94,,,,2023,1
RA-342,8.75,4.5,7.73,7.66,5.0,6.26,7.72,6.94,,,,2024,0
RA-343,9.5,5.9,7.4,,5.0,7.5,7.17,6.9,Não atendido,Não,-2.0,2022,1
RA-343,9.2,5.7,7.2,7.66,5.0,6.26,6.92,6.9,,,,2023,0
RA-344,8.5,4.5,8.3,,10.0,7.5,7.5,7.26,Não atendido,Não,0.0,2022,0
RA-345,9.5,3.6,5.4,,5.0,5.6,6.67,5.75,Requer avaliação,Não,-1.0,2022,0
RA-345,8.8,4.6,6.8,8.13,5.0,6.26,7.17,5.75,,,,2023,0
RA-346,10.0,7.0,9.1,,10.0,7.5,7.89,8.14,Não atendido,Não,0.0,2022,1
RA-346,0.0,6.2,9.4,7.97,10.0,8.14,7.84,8.14,,,,2023,1
RA-346,10.0,6.17,9.15,7.97,10.0,2.51,8.25,8.14,,,,2024,0
RA-347,9.0,8.5,10.0,,5.0,5.6,8.0,7.91,Sem limitações,Não,-1.0,2022,1
RA-347,6.7,7.3,9.5,7.81,10.0,2.52,7.79,7.91,,,,2023,0
RA-347,8.75,7.67,9.67,8.0,10.0,6.89,7.77,7.91,,,,2024,0
RA-348,9.0,1.8,8.7,,5.0,7.5,5.83,5.86,Sem limitações,Não,-1.0,2022,0
RA-348,10.0,4.4,8.7,8.54,5.0,2.52,8.01,5.86,,,,2023,0
RA-349,9.5,3.7,7.7,,5.0,7.5,3.94,5.66,Sem limitações,Não,-1.0,2022,0
RA-35,10.0,8.5,9.6,,5.0,9.4,10.0,8.97,Sem limitações,Sim,-1.0,2022,0
RA-35,,,,,10.0,,,8.97,,,,2023,0
RA-35,,,0.0,,10.0,,,8.97,,,,2024,0
RA-350,10.0,6.5,8.8,,10.0,7.5,8.61,8.21,Não atendido,Sim,0.0,2022,0
RA-350,10.0,9.0,9.7,8.96,5.0,2.52,7.92,8.21,,,,2023,0
RA-351,9.0,4.0,7.2,,5.0,7.5,8.11,6.62,Não atendido,Não,-2.0,2022,0
RA-352,9.0,7.0,8.1,,10.0,5.6,8.39,7.83,Requer avaliação,Sim,0.0,2022,0
RA-352,9.2,7.2,8.1,7.97,10.0,6.26,7.17,7.83,,,,2023,1
RA-352,8.33,3.17,4.45,6.38,10.0,6.26,6.79,7.83,,,,2024,0
RA-353,7.0,7.5,10.0,,10.0,7.5,8.44,8.26,Não atendido,Sim,0.0,2022,0
RA-353,8.8,8.4,9.9,7.81,10.0,2.52,8.67,8.26,,,,2023,0
RA-354,8.5,4.5,4.3,,5.0,7.5,7.33,5.86,Não atendido,Não,-1.0,2022,0
RA-355,5.8,4.5,5.0,,5.0,7.5,6.06,5.38,Não atendido,Não,-1.0,2022,0
RA-356,10.0,4.6,8.4,,5.0,5.0,8.28,6.69,Requer avaliação,Não,-1.0,2022,1
RA-356,9.2,3.4,8.5,6.09,10.0,2.52,6.5,6.69,,,,2023,0
RA-356,8.33,5.33,6.66,5.25,10.0,5.64,6.54,6.69,,,,2024,0
RA-357,8.0,8.5,9.6,,5.0,7.5,7.78,7.84,Não atendido,Não,-1.0,2022,0
RA-357,8.5,8.7,9.6,8.75,5.0,7.52,8.23,7.84,,,,2023,1
RA-357,8.75,7.67,9.03,7.88,5.0,8.14,7.08,7.84,,,,2024,0
RA-358,7.5,0.0,6.5,,5.0,7.5,7.56,5.41,Não atendido,Não,-1.0,2022,0
RA-359,9.0,4.6,7.0,,5.0,7.5,7.5,6.61,Não atendido,Não,-1.0,2022,0
RA-359,9.6,5.8,9.2,7.66,10.0,2.52,8.26,6.61,,,,2023,1
RA-359,9.17,5.5,7.16,7.5,10.0,6.26,8.33,6.61,,,,2024,0
RA-36,9.2,6.8,9.0,,5.0,6.9,8.94,7.88,Sem limitações,Sim,-1.0,2022,0
RA-36,,,,,10.0,,,7.88,,,,2023,0
RA-36,,,0.0,,10.0,,,7.88,,,,2024,0
RA-360,9.5,5.2,8.5,,5.0,7.5,7.5,7.08,Não atendido,Não,-1.0,2022,1
RA-360,0.0,4.3,7.3,7.34,10.0,2.52,7.42,7.08,,,,2023,0
RA-360,8.33,5.83,5.62,7.71,5.0,5.0,6.99,7.08,,,,2024,0
RA-361,7.9,5.0,9.2,,5.0,6.3,6.78,6.73,Sem limitações,Não,-1.0,2022,0
RA-362,8.5,7.9,7.9,,5.0,7.5,7.5,7.41,Sem limitações,Não,-1.0,2022,1
RA-362,0.0,5.1,7.5,7.03,10.0,7.52,7.09,7.41,,,,2023,0
RA-363,10.0,2.0,10.0,,5.0,6.9,7.06,6.64,Sem limitações,Não,-1.0,2022,0
RA-363,0.0,6.8,9.9,8.54,5.0,2.52,8.67,6.64,,,,2023,1
RA-363,9.59,5.33,9.52,7.34,10.0,5.63,6.96,6.64,,,,2024,0
RA-364,9.5,8.8,10.0,,10.0,7.5,8.17,8.75,Sem limitações,Não,0.0,2022,1
RA-364,8.8,5.8,9.0,7.03,10.0,6.89,7.51,8.75,,,,2023,0
RA-364,8.75,7.5,9.53,7.97,10.0,7.51,7.21,8.75,,,,2024,0
RA-365,8.0,7.8,10.0,,10.0,5.0,7.83,8.06,Sem limitações,Não,0.0,2022,0
RA-365,10.0,8.7,9.9,8.96,10.0,2.52,8.95,8.06,,,,2023,1
RA-365,9.59,6.67,10.0,8.44,10.0,7.51,8.2,8.06,,,,2024,0
RA-366,9.5,5.5,9.4,,5.0,7.5,6.83,7.18,Sem limitações,Não,-1.0,2022,0
RA-367,8.5,6.7,7.4,,5.0,6.3,7.5,6.95,Sem limitações,Não,-1.0,2022,1
RA-367,8.8,5.9,8.7,7.81,10.0,2.52,7.79,6.95,,,,2023,1
RA-367,9.17,5.0,7.27,6.88,10.0,6.26,7.63,6.95,,,,2024,0
RA-368,8.0,7.3,7.9,,5.0,5.0,7.5,6.97,Requer avaliação,Não,-1.0,2022,1
RA-368,0.0,6.7,7.7,7.03,5.0,2.52,7.34,6.97,,,,2023,0
RA-368,7.92,7.0,6.17,7.66,5.0,7.51,6.7,6.97,,,,2024,0
RA-369,9.0,4.8,6.9,,10.0,7.5,6.89,6.97,Sem limitações,Não,0.0,2022,1
RA-369,10.0,4.0,4.1,8.54,5.0,5.0,7.73,6.97,,,,2023,1
RA-369,8.75,1.67,4.91,6.41,10.0,7.51,5.43,6.97,,,,2024,0
RA-37,0.0,5.9,5.4,,5.0,5.0,5.22,4.95,Sem limitações,Não,-1.0,2022,0
RA-370,8.5,7.2,8.2,,5.0,5.0,7.61,7.07,Requer avaliação,Não,-1.0,2022,0
RA-371,9.5,8.4,8.0,,10.0,6.9,7.67,8.11,Sem limitações,Não,0.0,2022,0
RA-372,8.5,7.8,5.5,,10.0,6.9,7.39,7.3,Sem limitações,Não,0.0,2022,0
RA-373,6.4,7.3,9.5,,10.0,5.0,6.94,7.5,Requer avaliação,Não,0.0,2022,0
RA-373,0.0,8.4,9.7,8.75,5.0,2.52,7.84,7.5,,,,2023,0
RA-374,9.0,6.9,9.8,,5.0,7.5,7.94,7.75,Sem limitações,Não,-1.0,2022,1
RA-374,8.8,5.4,8.3,7.66,10.0,5.63,7.92,7.75,,,,2023,0
RA-375,9.0,5.4,9.5,,10.0,7.5,7.67,7.83,Sem limitações,Não,0.0,2022,0
RA-375,0.0,7.9,9.9,8.54,5.0,5.0,8.28,7.83,,,,2023,1
RA-375,9.59,6.83,9.44,7.19,10.0,7.51,6.43,7.83,,,,2024,0
RA-376,9.0,4.3,9.0,,5.0,7.5,7.5,6.96,Sem limitações,Não,-1.0,2022,0
RA-376,8.5,5.9,9.6,7.92,5.0,2.52,8.23,6.96,,,,2023,1
RA-376,10.0,2.83,8.29,6.56,5.0,2.51,6.33,6.96,,,,2024,0
RA-377,9.0,6.2,7.7,,5.0,5.6,6.83,6.74,Requer avaliação,Não,-1.0,2022,1
RA-377,9.6,4.8,7.6,7.34,10.0,5.0,7.63,6.74,,,,2023,0
RA-377,9.17,5.17,7.7,7.13,10.0,7.51,7.63,6.74,,,,2024,0
RA-378,9.0,8.1,6.8,,5.0,5.6,7.89,7.2,Requer avaliação,Não,-1.0,2022,0
RA-379,8.5,5.0,8.1,,5.0,7.5,6.78,6.72,Sem limitações,Não,-1.0,2022,0
RA-38,9.2,8.6,8.9,,5.0,7.5,9.83,8.52,Não indicado,Sim,-1.0,2022,1
RA-38,9.6,7.7,9.7,8.75,10.0,7.52,8.88,8.52,,,,2023,0
RA-38,,,0.0,,10.0,,,8.52,,,,2024,0
RA-380,7.9,2.5,4.4,,5.0,5.0,4.83,4.56,Requer avaliação,Não,-1.0,2022,0
RA-380,0.0,4.5,6.4,6.72,5.0,2.52,6.54,4.56,,,,2023,0
RA-381,9.0,3.3,8.3,,5.0,6.9,6.94,6.45,Sem limitações,Não,-1.0,2022,0
RA-381,0.0,3.9,8.4,7.34,5.0,6.89,6.84,6.45,,,,2023,1
RA-381,8.33,3.67,6.13,6.72,5.0,7.51,6.12,6.45,,,,2024,0
RA-382,9.0,5.4,7.7,,5.0,6.3,7.33,6.78,Sem limitações,Não,-2.0,2022,1
RA-382,0.0,5.2,9.4,7.5,5.0,6.26,7.17,6.78,,,,2023,1
RA-382,9.17,3.0,6.32,6.75,5.0,5.63,6.43,6.78,,,,2024,0
RA-383,9.0,8.1,9.6,,10.0,7.5,7.78,8.4,Sem limitações,Não,0.0,2022,1
RA-383,9.2,6.5,8.8,7.5,10.0,3.14,7.5,8.4,,,,2023,1
RA-383,9.17,5.83,8.6,7.88,10.0,7.51,8.47,8.4,,,,2024,0
RA-384,9.0,8.1,8.4,,5.0,6.3,8.0,7.56,Requer avaliação,Não,-1.0,2022,1
RA-384,0.0,7.3,9.1,7.66,10.0,2.52,7.34,7.56,,,,2023,0
RA-384,7.5,7.5,8.61,7.63,10.0,7.51,7.94,7.56,,,,2024,0
RA-385,7.4,4.9,7.5,,5.0,5.0,6.5,6.08,Sem limitações,Não,-1.0,2022,0
RA-386,10.0,4.0,5.9,,5.0,5.6,7.22,6.1,Requer avaliação,Não,-1.0,2022,1
RA-386,9.2,3.3,7.0,7.03,5.0,2.52,6.63,6.1,,,,2023,0
RA-387,7.0,3.7,8.2,,5.0,7.5,6.83,6.32,Sem limitações,Não,-1.0,2022,1
RA-387,0.0,3.0,6.8,6.88,5.0,2.52,7.01,6.32,,,,2023,0
RA-387,7.5,4.33,7.17,6.25,5.0,7.51,6.0,6.32,,,,2024,0
RA-388,7.9,4.5,8.5,,5.0,5.6,7.72,6.65,Requer avaliação,Não,-2.0,2022,1
RA-388,0.0,4.2,7.4,6.88,5.0,5.63,7.84,6.65,,,,2023,0
RA-388,7.5,4.33,6.35,6.75,5.0,7.51,5.76,6.65,,,,2024,0
RA-389,8.0,3.5,8.9,,10.0,7.5,7.56,7.18,Sem limitações,Não,0.0,2022,0
RA-389,0.0,8.2,8.2,8.75,5.0,2.52,8.95,7.18,,,,2023,1
RA-389,9.59,5.17,6.67,6.56,10.0,8.76,6.75,7.18,,,,2024,0
RA-39,0.0,6.9,4.8,,10.0,6.9,6.11,6.03,Requer avaliação,Não,0.0,2022,0
RA-39,9.6,7.8,9.1,8.75,10.0,7.52,8.76,6.03,,,,2023,0
RA-39,,,0.0,,10.0,,,6.03,,,,2024,0
RA-390,7.4,4.7,8.8,,5.0,6.3,7.72,6.78,Requer avaliação,Não,-1.0,2022,0
RA-390,7.9,4.8,8.8,7.34,10.0,2.52,7.01,6.78,,,,2023,1
RA-390,7.5,4.17,6.08,6.56,10.0,8.76,6.08,6.78,,,,2024,0
RA-391,10.0,5.1,8.1,,5.0,7.5,8.06,7.12,Sem limitações,Não,-1.0,2022,1
RA-391,7.9,3.5,7.5,7.5,10.0,2.52,7.59,7.12,,,,2023,0
RA-392,9.5,4.8,8.8,,5.0,5.6,6.78,6.42,Não indicado,Não,-2.0,2022,1
RA-392,9.6,4.6,9.5,6.09,5.0,2.52,7.17,6.42,,,,2023,1
RA-392,9.59,1.0,5.41,3.5,5.0,5.64,3.55,6.42,,,,2024,0
RA-393,10.0,4.6,5.4,,2.5,5.0,6.78,5.52,Não indicado,Não,-4.0,2022,0
RA-394,9.5,5.9,8.6,,10.0,7.5,8.44,7.9,Sem limitações,Sim,0.0,2022,0
RA-395,9.0,4.9,8.9,,10.0,7.5,8.33,7.68,Sem limitações,Não,0.0,2022,0
RA-395,9.2,6.0,8.6,7.97,10.0,2.52,7.92,7.68,,,,2023,1
RA-395,8.75,4.33,6.92,7.25,10.0,6.26,8.46,7.68,,,,2024,0
RA-396,9.0,5.6,8.0,,5.0,6.3,6.56,6.56,Requer avaliação,Não,-1.0,2022,0
RA-397,9.0,2.8,5.7,,5.0,6.9,7.17,5.85,Requer avaliação,Não,-2.0,2022,0
RA-397,7.5,4.6,7.9,7.19,5.0,2.52,7.47,5.85,,,,2023,0
RA-397,7.92,5.67,7.89,7.63,5.0,5.63,7.4,5.85,,,,2024,0
RA-398,9.0,5.5,9.3,,10.0,7.5,7.5,7.74,Sem limitações,Não,0.0,2022,0
RA-398,6.7,6.5,8.1,7.5,10.0,2.52,7.79,7.74,,,,2023,0
RA-398,7.08,8.0,5.73,7.29,10.0,7.51,6.55,7.74,,,,2024,0
RA-399,6.8,4.3,9.3,,5.0,5.6,7.5,6.58,Requer avaliação,Não,-1.0,2022,0
RA-399,7.9,4.7,8.2,7.5,10.0,2.52,8.17,6.58,,,,2023,0
RA-4,8.8,5.0,4.5,,10.0,5.6,5.28,5.95,Requer avaliação,Não,0.0,2022,0
RA-40,7.9,6.8,7.8,,5.0,7.5,7.75,7.2,Sem limitações,Não,-1.0,2022,1
RA-40,7.5,5.9,8.2,7.97,5.0,7.52,7.76,7.2,,,,2023,1
RA-40,7.08,5.33,7.21,8.13,10.0,8.13,6.28,7.2,,,,2024,0
RA-400,9.0,1.7,8.5,,5.0,5.0,7.44,6.04,Requer avaliação,Não,-2.0,2022,0
RA-400,9.2,4.1,9.0,7.66,5.0,2.52,7.38,6.04,,,,2023,0
RA-401,6.9,4.3,9.6,,5.0,7.5,6.72,6.65,Sem limitações,Não,-1.0,2022,0
RA-401,4.0,7.3,8.1,7.08,5.0,2.52,7.12,6.65,,,,2023,1
RA-401,6.67,4.83,6.84,6.56,10.0,6.89,6.92,6.64,,,,2024,0
RA-402,9.0,3.0,3.7,,5.0,5.0,7.22,5.26,Requer avaliação,Não,-1.0,2022,0
